,index,Unnamed: 0,College_Name,State,City,URL_,Address,Phone_Number
0,8,8,Aarti Institute of Professional Studies - Courses,Delhi,New Delhi,https://targetstudy.com/university/60423/bharati-vidyapeeth-university-institute-of-management-and-research/,"306, Pankaj Plaza, Plot No. 1, Central Market, Sector 6, Dwarka, New Delhi, Delhi 110075, India","['(011) 45574701 / ', ' 9310023651, 9310023652, 9310023653']"
1,39,39,AC Academy - Courses,Delhi,New Delhi,,"RZF - 440/K, Sadh Nagar Part II, Palam Colony, Near Pardhan Chowk, Opposite Shanti Gas Agency, New Delhi, Delhi 110045, India",[' 8527511400']
2,48,48,Academy of Technology and Management - ATM Global Business School - Courses,Delhi,New Delhi,http://www.atm.edu.in,"Plot No. 12, Deep Central Market, Ashok Vihar, Phase 1, New Delhi, Delhi 110052, India","['(011) 40405050, 27126666 / ', ' 9811181184, 9711612832']"
3,60,60,Acharya Narendra Dev College - Courses,Delhi,New Delhi,http://andcollege.du.ac.in/,"Govind Puri, Kalkaji, New Delhi, Delhi 110019, India","['(011) 26294541, 26294540']"
4,187,187,AL-Ameen Institute of Information Technology - Courses,Delhi,New Delhi,http://www.alameen.org.in/,"76 A/1, Okhla Main Bazar, Opposite Batla House Bus Stand, Jamia Nagar, New Delhi, Delhi 110025, India","['(011) 26845691, 26841261, 26845690']"
5,353,353,Apex India Vidyapeeth - Courses,Delhi,New Delhi,https://targetstudy.com/university/15477/sikkim-manipal-university/,"1687/121, Tri Nagar, Metro Road, Opposite Metro Pillar No. 214, Near Inderlok Metro Station, New Delhi, Delhi 110035, India","['(011) 27382262, 27384899 / ', ' 9958310111']"
6,365,365,Aplomb Institute - Courses,Delhi,New Delhi,http://www.aplomb.in/,"Aplomb House, 16 Avtar Enclave (Level-3), Paschim Vigar, Main Rohtak Road, Opposite Metro Pillar No. 229, New Delhi, Delhi 110063, India","[' 7503030309, 9312812811']"
7,399,399,Arise Business School - Courses,Delhi,New Delhi,https://targetstudy.com/university/109/maharshi-dayanand-university/,"C-1/121, Janakpuri, Near Mata Chanan Devi Hospital, New Delhi, Delhi 110058, India","['(011) 41574117, 41574118 / ', ' 9811511253']"
8,409,409,Arth Institute of Computer Education,Delhi,New Delhi,https://www.artheducation.com/,"Westend Marg, Saidulajab, Near Saket Metro, Opposite Made Easy, Saiyad Ul Ajaib, New Delhi, Delhi 110017, India",[' 8860222625']
9,451,451,Asian Institute of Management Studies - Dwarka Centre - Courses,Delhi,New Delhi,,"D-977, 3rd Floor, Palam Extension 1, Sector 7, Dwarka, Near Shiksha Bharti School Ramphal Chowk, New Delhi, Delhi 110075, India","['(011) 25084772, 25084701 / ', ' 9312234579, 9810140581']"
10,452,452,Asian Institute of Management Studies - Raja Garden Centre - Courses,Delhi,New Delhi,,"B-6/2, First Floor, Ramesh Nagar, Opposite Metro Pillar No. 371 (Near Ramesh Nagar Metro Station), New Delhi, Delhi 110015, India","['(011) 25468536, 25454921, 25177403 / ', ' 9810140581']"
11,698,698,Bharati Vidyapeeth's Institute of Computer Applications and Management - BVICAM - Courses,Delhi,New Delhi,http://www.bvicam.ac.in,"A-4, Paschim Vihar, Opposite Paschim Vihar (East) Metro Station, Rohtak Road, New Delhi, Delhi 110063, India","['(011) 25275055 / ', ' 9212022066']"
12,769,769,Birsa Institute of Technical Education - BITE - Courses,Delhi,New Delhi,http://www.bite.edu.in,"New Delhi, Delhi 110001, India","[' 7739412001, 9899861658']"
13,935,935,Career Education Institute - CEI - Courses,Delhi,New Delhi,http://www.ceieducation.in/,"Head Office:- D-35, Acharya Niketan,(Beside Kukreja Hospital), Mayur Vihar, Phase - I, New Delhi, Delhi 110091, India","[' 9810464711, 8800663665']"
14,950,950,Central Board of Research and Technology - CBRT - Courses,Delhi,New Delhi,,"Head Office:- Nehru Place, New Delhi, Delhi 110019, India","['\n', ' ']"
15,973,973,Centre for Development of Advanced Computing - C-DAC New Delhi,Delhi,New Delhi,,"Plot No. 20, FC-33, Institutional Area, Jasola, New Delhi, Delhi 110025, India",['(011) 26940239']
16,983,983,Ch. B.P. Government Engineering College - Courses,Delhi,New Delhi,https://targetstudy.com/university/72/guru-gobind-singh-indraprastha-university/,"Jaffarpur, New Delhi, Delhi 110073, India","['(011) 25318161, 25318157, 25318157']"
17,1143,1143,Computec Training Institute - Courses,Delhi,New Delhi,http://www.computecindia.in/,"B-117, Mohan Garden (Pipal Road), Uttam Nagar, New Delhi, Delhi 110059, India",[' 9810104810']
18,1245,1245,Delford - Centre for Digital Marketing,Delhi,New Delhi,,"DE-83, Tagore Garden Ext., Near Tagore Garden Metro Station, New Delhi, Delhi 110027, India",[' 9871096708 - Whatsapp']
19,1249,1249,Delhi Institute of Computer Science - DICS,Delhi,New Delhi,http://dicsindia.in/,"2507, Second Floor, Hudson Lane, GTB Nagar, Kingsway Camp, New Delhi, Delhi 110009, India","['(011) 27115185, 27243451 / ', ' 9313044014, 8448234605']"
20,1250,1250,Delhi Institute of Early Childhood Care and Education - DIECCE - Courses,Delhi,New Delhi,,"3284, First Floor, Mahindra Park, Rani Bagh, New Delhi, Delhi 110034, India","['(011) 27011772, 27031772 / ', ' 9212171771, 9953171771']"
21,1254,1254,Delhi Kannada Education Society's School of Computer Science - Courses,Delhi,New Delhi,https://targetstudy.com/university/72/guru-gobind-singh-indraprastha-university/,"No. 3, Lodhi Estate, Near Khan Market Metro Station
, New Delhi, Delhi 110003, India","['(011) 24655697, 24633391']"
22,1295,1295,DGA Professioanl Institute - Courses,Delhi,New Delhi,http://dga-edu.com,"Plot No. 3, Diwan Estate, Bhagwati Garden, Near Dwarka More Metro Station, Uttam Nagar, New Delhi, Delhi 110058, India","['(011) 25357891 / ', ' 9871599566, 9811559107']"
23,1330,1330,Digital Vidya - Courses,Delhi,New Delhi,https://www.digitalvidya.com/,"1001, 10th Floor, Tower 1, Pearls Omaxe Building, Netaji Subhash Place, Pitampura, New Delhi, Delhi 110034, India","['(011) 47597475 / ', ' 8010033033']"
24,1395,1395,Dowxter SEO Institute,Delhi,New Delhi,,"Plot No. 121, A Block, Bhagwati Garden Extn., New Delhi, Delhi 110059, India",[' 9625363674']
25,1574,1574,Education Institute of Management and Engineering Studies - EIMES - Courses,Delhi,New Delhi,,"H-36, Ground Floor, Opposite Montu Shah Office, Sant Nagar Extension, Tilak Nagar, New Delhi, Delhi 110018, India","[' 9069112871, 9582116819']"
26,1575,1575,Edutech - Courses,Delhi,New Delhi,,"812-B, 8th Floor, Indraprakash Building, 21, Barakhamba Road, Cannaught Palace, New Delhi, Delhi 110001, India",
27,1615,1615,F-Tech Computer Education - Courses,Delhi,New Delhi,,"E-111, Lower Ground Floor, Kalkaji, New Delhi, Delhi 110024, India","['(011) 40517335, 65165229, 64993200']"
28,1617,1617,Fairfield Institute of Management and Technology - FIMT - Courses,Delhi,New Delhi,https://targetstudy.com/university/72/guru-gobind-singh-indraprastha-university/,"FIMT Campus, 1037, Kapashera Extension, Kapashera, New Delhi, Delhi 110037, India","['(011) 25063208 / ', ' 8080807002, 8080804002, 9312352942, 9560596750']"
29,1659,1659,G-Tec Computer Education - Courses,Delhi,New Delhi,http://www.gteceducation.com/,"B-57, Ground Floor, New Krishna Park, ICEL Building, Vikaspuri, New Delhi, Delhi 110018, India","['(011) 25526398 / ', ' 9871323290']"
30,1711,1711,Gateway Institute of IT and Management - Courses,Delhi,New Delhi,https://targetstudy.com/university/81836/chaudhary-ranbir-singh-university-crsu/,"C-595, Opposite PVR Cinema, Vikas Puri, New Delhi, Delhi 110018, India","['(011) 64673344, 45717722 / ', ' 9811678913, 9811599499']"
31,1803,1803,Global Institute of Management and Training - GIMT New Delhi - Courses,Delhi,New Delhi,,"330-A, Behind E-Block Market, Sarita Vihar, New Delhi, Delhi 110076, India","['(011) 29942045, 29942046']"
32,1845,1845,Good Luck Institute of Education - GLIE - Courses,Delhi,New Delhi,https://targetstudy.com/university/109/maharshi-dayanand-university/,"RZ- 6-A, 2nd Floor, Raghu Nagar, Pankha Road, Dabri Mor, Near World Brain Center Hospital, New Delhi, Delhi 110045, India","[' 9911673333, 9899901555, 9212455333, 9212466333']"
33,2032,2032,Gurukul Institute of Management and Technology - Courses,Delhi,New Delhi,,"Head Office:- C-9/7, Sector 7, Rohini, New Delhi, Delhi 110085, India","['(011) 47008408 / ', ' 8527492319']"
34,2296,2296,Indira Gandhi Advance Training Institute - Courses,Delhi,New Delhi,http://www.igati.org/,"Z-128, 2nd Floor, Main Market Mohammadpur, Behind Community Hall, Near Bhikaji Cama Place, New Delhi, Delhi 110066, India",[' 8505996659']
